number_volume,number_issue,number_article,type,link
3,3,1,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120079332
3,3,2,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120079341
3,3,3,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120079350
3,3,4,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120079369
3,3,5,book review,https://www.tandfonline.com/doi/abs/10.1080/14616690120079378
