number_volume,number_issue,number_article,type,link
5,1,1,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000057668
5,1,2,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000057668a
5,1,3,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000057677
