number_volume,number_issue,number_article,type,link
18,3,1,Article,https://www.tandfonline.com/doi/full/10.1080/14616696.2016.1158846
18,3,2,Article,https://www.tandfonline.com/doi/full/10.1080/14616696.2016.1172717
18,3,3,Article,https://www.tandfonline.com/doi/full/10.1080/14616696.2016.1153697
18,3,4,Article,https://www.tandfonline.com/doi/full/10.1080/14616696.2016.1172719
18,3,5,book review,https://www.tandfonline.com/doi/full/10.1080/14616696.2016.1172720
