number_volume,number_issue,number_article,type,link
5,2,1,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000072256
5,2,2,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000072265
5,2,3,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000072274
5,2,4,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669032000076892
5,2,5,book review,https://www.tandfonline.com/doi/abs/10.1080/1461669032000076883
