number_volume,number_issue,number_article,type,link
3,2,1,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120054302
3,2,2,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120054311
3,2,3,Article,https://www.tandfonline.com/doi/abs/10.1080/14616690120054320
3,2,4,Article,https://www.tandfonline.com/doi/abs/10.1080/146166901200543339
3,2,5,book review,https://www.tandfonline.com/doi/abs/10.1080/14616690120054348
