number_volume,number_issue,number_article,type,link
4,4,1,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669022000022324
4,4,2,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669022000022333
4,4,3,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669022000022342
4,4,4,Article,https://www.tandfonline.com/doi/abs/10.1080/1461669022000022351
4,4,5,book review,https://www.tandfonline.com/doi/abs/10.1080/1461669022000022360
