number_volume,number_issue,year,page_start,page_end,website_issue
23,1,2021,1,191,https://www.tandfonline.com/toc/reus20/23/1?nav=tocList
23,1,2021,S1,S956,https://www.tandfonline.com/toc/reus20/23/sup1?nav=tocList
23,2,2021,193,310,https://www.tandfonline.com/toc/reus20/23/2?nav=tocList
